"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ptconsent_investigators_scgh,patient_consent_sir_charles_gairdner_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Researchers</strong></h2> <table style=""border-collapse: collapse; width: 100%; height: 1680.14px;"" border=""1""> <tbody> <tr> <td style=""width: 19.0684%; height: 142.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=264693&doc_id_hash=a69b170b32c03d8d0cf609ea8225e3af0f45242e"" alt="""" width=""104"" height=""118""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 142.391px;""> <h2 style=""line-height: 150%;"">A/Prof Erin Godecke</h2> <h3 style=""line-height: 150%;"">Edith Cowan University, Sir Charles Gairdner Hospital</h3> </td> </tr> <tr style=""height: 157px;""> <td style=""width: 19.0684%; height: 157px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=245446&doc_id_hash=a5cb28a20a18dc094ee2720c118ade90ef841009"" alt="""" width=""95"" height=""107""></td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 157px;""> <h2 style=""line-height: 150%;""><span style=""font-weight: normal;"">Marissa Stone</span></h2> <h3 style=""line-height: 150%;"">The University of Queensland, St Vincent's Hospital Melbourne</h3> </td> </tr> <tr style=""height: 128.578px;""> <td style=""width: 19.0684%; height: 128.578px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=245448&doc_id_hash=72bc207b792073596d65e78ee2b757122add3729"" alt="""" width=""95"" height=""102""></td> <td style=""width: 80.9316%; height: 128.578px;""> <h2>Sally Zingelman</h2> <h3><span style=""font-weight: normal;"">STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0684%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=264697&doc_id_hash=dd73389e32fd57f4a999fefa1867c6f6db5c9261"" alt="""" width=""108"" height=""115""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Sarah Wallace</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0684%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://its-ss-academicportal.s3.amazonaws.com/prod/uqresearchers/photo/357.jpeg"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof David Copland</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0684%; height: 158.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=264695&doc_id_hash=3f7f40a1156fc6ce3bac9e232f9e28808c94730d"" alt="""" width=""104"" height=""112""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">A/Prof Monique Kilkenny</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0684%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://federation.edu.au/__data/assets/image/0008/501794/MKM20190826170138_0050.jpg"" width=""95"" height=""63""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof Carolyn Unsworth</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Federation University</span></h3> </td> </tr> <tr style=""height: 130px;""> <td style=""width: 19.0684%; height: 130px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=245452&doc_id_hash=ddad3638bf36b5bc83fc20f59218f637247b2a9e"" alt="""" width=""95"" height=""115""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 130px;""> <h2 style=""line-height: 150%;"">Dr Kirstine Shrusole</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Southern Cross University</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0684%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://scholars.latrobe.edu.au/rohalloran/photo"" alt=""Robyn O'Halloran"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Robyn O'Halloran</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">La Trobe University</span></h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0684%; height: 158.391px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=264689&doc_id_hash=8880baa340f1e177e1fb5e704447a6b55889e0e2"" alt="""" width=""95"" height=""108""></td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">Dr Muideen Olaiya</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 124px;""> <td style=""width: 19.0684%; height: 124px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=245454&doc_id_hash=652a5e467c85f6c18f25f2fcde4d4f12c5581f5b"" alt="""" width=""95"" height=""109""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 124px;""> <h2 style=""line-height: 150%;"">Dr Sam Harvey</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0684%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=264691&doc_id_hash=81642a5756b61027ea5de88d6b27f6be08204f6d"" alt="""" width=""108"" height=""114""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Annie Hill</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 116.391px;""> <td style=""width: 19.0684%; height: 116.391px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s3-ap-southeast-2.amazonaws.com/curtin-staff-profile-images-prd/deborah-hersh-415a6b43.PNG?ver=0.4503943068653897"" alt=""Deborah Hersh"" width=""95"" height=""101""></h2> </td> <td style=""width: 80.9316%; padding: 0cm 5.4pt; height: 116.391px;""> <h2 style=""line-height: 150%;"">Prof Deborah Hersh</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Curtin University</span></h3> </td> </tr> </tbody> </table></div>",,,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",,,,,,
ptconsent_instructions_scgh,patient_consent_sir_charles_gairdner_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""font-weight: normal;"">Please mark<span style=""color: #ecf0f1;""> yes</span> <img src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245464&doc_id_hash=8e0703f74b8f3971006d8fb153a76b3ee7a0f0d7"" alt="""" width=""131"" height=""110"" /> </span><strong>or </strong><img style=""font-size: 2rem; background-color: var(--bs-body-bg); text-align: var(--bs-body-text-align);"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245466&doc_id_hash=847496cfa41808378642d8b9f433cef8b7e0df94"" alt="""" width=""129"" height=""114"" /><strong style=""color: var(--bs-heading-color); font-size: 2rem; background-color: var(--bs-body-bg); text-align: var(--bs-body-text-align);""><span style=""font-weight: normal; color: #ecf0f1;"">no</span></strong><span style=""color: var(--bs-heading-color); font-size: 2rem; background-color: var(--bs-body-bg); text-align: var(--bs-body-text-align);""> </span><span style=""color: var(--bs-heading-color); font-size: 2rem; background-color: var(--bs-body-bg); text-align: var(--bs-body-text-align);""> </span></h2> <h2><span style=""font-weight: normal;"">for each statement</span></h2></div>",,,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",,,,,,
ptconsent_q1_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<h2>The <b>information sheet</b> has been explained to me. I understand what this research is about.</h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q2_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<div class=""rich-text-field-label""><h2>I have had the chance to <strong>ask questions.</strong></h2></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q3_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<h2>I understand that there is <b>no danger</b> in doing this research.</h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q4_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<div class=""rich-text-field-label""><h2>I understand the benefits of this research:</h2> <ul> <li> <h2>This may help <strong>improve aphasia services</strong></h2> </li> <li> <h2>This research may <strong>not benefit me directly</strong></h2> </li> </ul></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q5_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<div class=""rich-text-field-label""><h2>I understand that <strong>I do not have to participate. </strong></h2> <h2>It is my choice.<strong> </strong></h2> <h2><strong>I can change my mind <span style=""font-weight: normal;"">at any time.</span></strong></h2></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q6_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<h2>I understand that <strong>information</strong> about me will be <strong>kept safe</strong> and not shared with <strong>anyone outside the research team.</strong></h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q7_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<div class=""rich-text-field-label""><h2>I understand that <strong>my data </strong>will be <strong>kept </strong>for a <strong>minimum of twenty five (25) years.</strong></h2></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q8_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<div class=""rich-text-field-label""><h2>I understand that I can ask to<strong> access my data</strong><strong>.</strong></h2></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q9_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<h2>I know that when <strong>results</strong> are shared the researchers will <strong>not use my name</strong> </h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
ptconsent_q10_scgh,patient_consent_sir_charles_gairdner_hospital,,radio,"<h2>I know that to ask <strong>questions</strong> I need to contact <strong>Erin Godecke</strong> (Speech Pathologist).</h2> <h2>Phone: 0422 227 545</h2> <h2>Email: erin.godecke@health.wa.gov.au</h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,"[ptconsent_upload_scgh]="""" and [screen_hospital]='11'",y,LH,,,,
