"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ptanchor_ewb_desc1,patient_anchor_emotional_wellbeing,"Patient Anchor",descriptive,"<p><span style=""font-weight: normal;"">Please complete directly prior to administration of the post GHQ-12. </span></p> <p><span style=""font-weight: normal;"">1) Explain: <em>We want to know much your emotional well-being has changed since you last did this test</em>.</span></p> <p><span style=""font-weight: normal;""> 2) Show the patient the GHQ-12 materials. </span></p> <p><span style=""font-weight: normal;"">3) Show the patient the ""Emotional well-being is"" visual. Explain <em>This question is asking you about your emotional well-being. Emotional well-being is your mental health</em>. </span></p> <p><span style=""font-weight: normal;"">4) Read the anchor question to the patient <em>How much has your emotional well-being changed since you last did this test?</em> </span></p> <p><span style=""font-weight: normal;"">5) Show the patient the emotional well-being anchor scale.</span></p> <p><span style=""font-weight: normal;"">6) Read the response options, pointing to each option as you go. </span></p> <p><span style=""font-weight: normal;"">7) Repeat the anchor question <em>How much has your emotional well-being changed since you last did this test?</em> Ask the patient for their response. </span></p> <p><span style=""font-weight: normal;"">8) Enter the patient response directly into REDCap.</span></p>",,,,,,,[ptanchor_ewb_comp]='1',,,,,,
ptanchor_ewb_q1,patient_anchor_emotional_wellbeing,,radio,"<h2><strong>How much</strong> has your <strong>emotional well-being changed</strong> since you last did this test?</h2>","-2, <h2>Much worse<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | -1, <h2>Slightly worse<br> <img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 0, <h2>No change<br> <img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 1, <h2>Slightly improved<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 2, <h2>Much improved<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 3, <h2>Completely recovered<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[ptanchor_ewb_comp]='1',,,,,,
ptanchor_ewb_q2,patient_anchor_emotional_wellbeing,,radio,"Do you think this amount of change was an important change?","1, Yes | 2, No",,,,,,[ptanchor_ewb_comp]='1',,,,,,
ptanchor_ewb_total,patient_anchor_emotional_wellbeing,Score,calc,"Patient threshold of important change - Emotional Well-being",[ptanchor_ewb_q1],,,,,,[ptanchor_ewb_comp]='1',,,,,,
ptanchor_ewb_instr,patient_anchor_emotional_wellbeing,,descriptive,"<div class=""green"" style=""text-align:left;""><h6 style=""text-align:left;"">Please administer the post GHQ-12 now</h6></div>",,,,,,,"[ptanchor_ewb_q1] <> """"",,,,,,
ghq12_post_header,post_ghq12,"Post: General Health Questionnaire-12 (GHQ-12)",descriptive,"<div class=""rich-text-field-label""><p>Please do not leave any data fields blank</p>",,,,,,,,,,,,,
data_entry_id_ghq12_post,post_ghq12,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
ghq12_post_comp,post_ghq12,,radio,"Post GHQ-12 completed in [event-label] setting?","1, Yes | 2, No",,,,,,,,,,,,
ghq12_post_history,post_ghq12,,descriptive,"<p><em>Post GHQ-12 completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][ghq12_post_comp]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][ghq12_post_comp]</span></em></p> <p><em>Community: <span style=""color: #e03e2d;"">[community_arm_1][ghq12_post_comp]</span></em></p>",,,,,,,,,,,,,
ghq12_post_file,post_ghq12,,file,"Upload a copy of the completed post GHQ-12 (optional)",,,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_nc,post_ghq12,,checkbox,"Why was the post GHQ-12 not completed?","1, Patient factors | 2, Service factors | 3, Previously completed | 4, Other assessment used to assess emotional wellbeing; please specify {ghq12_post_otherax} | 5, Patient discharged prior to two week test/re-test period","Select all that apply",,,,,[ghq12_post_comp]='2',,,,,," @NONEOFTHEABOVE='3' @NONEOFTHEABOVE='4' @NONEOFTHEABOVE='5'"
ghq12_post_otherax,post_ghq12,,text,"Please specify",,,,,,,[ghq12_post_nc(4)]=1,,,,,,
ghq12_post_nc_ptfact,post_ghq12,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {ghq12_post_nc_ptfact2}","Select all that apply",,,,,[ghq12_post_nc(1)]='1',,,,,,
ghq12_post_nc_ptfact2,post_ghq12,,text,"If other, please specify",,,,,,,[ghq12_post_nc_ptfact(8)]='1',,,,,,
ghq12_post_nc_svfact,post_ghq12,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {ghq12_post_nc_svfact2}","Select all that apply",,,,,[ghq12_post_nc(2)]='1',,,,,,
ghq12_post_nc_svfact2,post_ghq12,,text,"If other, please specify",,,,,,,[ghq12_post_nc_svfact(8)]='1',,,,,,
ghq12_post_date,post_ghq12,,text,"Date post GHQ-12 administered",,DD-MM-YYYY,date_dmy,,,,[ghq12_post_comp]='1',,,,,," @HIDEBUTTON"
ghq12_post_admin,post_ghq12,,dropdown,"Administered by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_name,post_ghq12,,text,"Name of Administrator",,,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_mode,post_ghq12,,radio,"Mode of administration","1, In person | 2, Remote via telehealth | 9, Other {ghq12_post_modeoth}",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_modeoth,post_ghq12,,text,"Please specify",,,,,,,[ghq12_post_mode]='9',,,,,," @PLACEHOLDER=""Please specify"""
ghq12_post_q01,post_ghq12,"GHQ-12 Responses",radio,"Have you recently been able to concentrate on what you are doing?","0, Better than usual | 1, Same as usual | 2, Less than usual | 3, Much less than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q07,post_ghq12,,radio,"Have you recently lost much sleep over worry?","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q02,post_ghq12,,radio,"Have you recently felt you are playing a useful part in things?","0, More so than usual | 1, Same as usual | 2, Less useful than usual | 3, Much less useful",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q03,post_ghq12,,radio,"Have you recently felt capable of making decisions about things?","0, More so than usual | 1, Same as usual | 2, Less so than usual | 3, Much less capable",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q08,post_ghq12,,radio,"Have you recently felt constantly under strain?","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q09,post_ghq12,,radio,"Have you recently felt like you couldn't overcome your difficulties","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q04,post_ghq12,,radio,"Have you recently been able to enjoy your normal day-to-day activities?","0, More so than usual | 1, Same as usual | 2, Less so than usual | 3, Much less than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q05,post_ghq12,,radio,"Have you recently been able to face up to your problems?","0, More so than usual | 1, Same as usual | 2, Less able than usual | 3, Much less able",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q10,post_ghq12,,radio,"Have you recently been feeling unhappy or depressed?","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q11,post_ghq12,,radio,"Have you recently been losing confidence in yourself?","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q12,post_ghq12,,radio,"Have you recently been thinking of yourself as a worthless person?","0, Not at all | 1, No more than usual | 2, Rather more than usual | 3, Much more than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_q06,post_ghq12,,radio,"Have you recently been feeling reasonably happy, all things considered?","0, More so than usual | 1, About the same as usual | 2, Less so than usual | 3, Much less than usual",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_totalscore,post_ghq12,"Total Score",calc,Total,"sum([ghq12_post_q01],[ghq12_post_q02],[ghq12_post_q03],[ghq12_post_q04],[ghq12_post_q05],[ghq12_post_q06],[ghq12_post_q07],[ghq12_post_q08],[ghq12_post_q09],[ghq12_post_q10],[ghq12_post_q11],[ghq12_post_q12])",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_incomp,post_ghq12,"Incomplete items",radio,"Were any items in this test NOT asked by the clinician or NOT attempted by the patient?","1, Yes - some items incomplete | 2, No - all items complete",,,,,,[ghq12_post_comp]='1',,,,,,
ghq12_post_incomplist,post_ghq12,,notes,"Please describe reasons for incomplete items",,,,,,,[ghq12_post_incomp]='1',,,,,,
clinanchor_qol_warn,clinician_anchor_quality_of_life,"Clinician-Rated Anchor: Quality of Life",descriptive,"<div class=""red"" style=""text-align:left;""><h6 style=""text-align:left;"">Please complete this anchor after the patient has completed aphasia treatment, but prior to administering the post-treatment assessment, where possible.
</h6></div>",,,,,,,,,,,,,
clinanchor_qol_header,clinician_anchor_quality_of_life,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please do not leave any data fields blank. </span></p> <p><span style=""font-weight: normal;"">To be completed by the patient's treating clinician where possible. </span></p> <p><span style=""font-weight: normal;"">Please complete the anchor even if the patient has not received aphasia treatments.</span></p></div>",,,,,,,,,,,,,
data_entry_id_anchorqol,clinician_anchor_quality_of_life,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
clinanchor_qol_comp,clinician_anchor_quality_of_life,,radio,"Clinician-rated anchor completed","1, Yes | 2, No",,,,,,,,,,,,
clinanchor_qol_nc,clinician_anchor_quality_of_life,,checkbox,"Why was the clinician-rated anchor not completed?","1, Patient factors | 2, Service factors | 3, Patient discharged prior to two week test/re-test period","Select all that apply",,,,,[clinanchor_qol_comp]='2',,,,,," @NONEOFTHEABOVE='3'"
clinanchor_qol_nc_ptfact,clinician_anchor_quality_of_life,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {clinanchor_qol_nc_ptfact2}","Select all that apply",,,,,[clinanchor_qol_nc(1)]='1',,,,,,
clinanchor_qol_nc_ptfact2,clinician_anchor_quality_of_life,,text,"If other, please specify",,,,,,,[clinanchor_qol_nc_ptfact(8)]='1',,,,,,
clinanchor_qol_nc_svfact,clinician_anchor_quality_of_life,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {clinanchor_qol_nc_svfact2}","Select all that apply",,,,,[clinanchor_qol_nc(2)]='1',,,,,,
clinanchor_qol_nc_svfact2,clinician_anchor_quality_of_life,,text,"If other, please specify",,,,,,,[clinanchor_qol_nc_svfact(8)]='1',,,,,,
clinanchor_qol_date,clinician_anchor_quality_of_life,,text,"Date clinician-rated anchor completed",,DD-MM-YYYY,date_dmy,,,,[clinanchor_qol_comp]='1',,,,,," @HIDEBUTTON"
clinanchor_qol_admin,clinician_anchor_quality_of_life,,dropdown,"Completed by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[clinanchor_qol_comp]='1',,,,,,
clinanchor_qol_name,clinician_anchor_quality_of_life,,text,"Name of person completing anchor",,,,,,,[clinanchor_qol_comp]='1',,,,,,
clinanchor_qol_q1,clinician_anchor_quality_of_life,,dropdown,"How much has the patient's quality of life changed since their baseline assessment?","-2, Much worse | -1, Slightly worse | 0, No change | 1, Slightly improved | 2, Much improved | 3, Completely recovered",,,,,,[clinanchor_qol_comp]='1',,,,,,
clinanchor_qol_q2,clinician_anchor_quality_of_life,,radio,"Do you think this amount of change was an important change to the patient?","1, Yes | 2, No",,,,,,[clinanchor_qol_comp]='1',,,,,,
clinanchor_qol_total,clinician_anchor_quality_of_life,,calc,"Clinician threshold of important change - Communication",[clinanchor_qol_q1],,,,,,[clinanchor_qol_comp]='1',,,,,,
ptanchor_qol_warn,patient_anchor_quality_of_life,"Patient-Rated Anchor: Quality of Life",descriptive,"<div class=""red"" style=""text-align:left;""><h6 style=""text-align:left;"">Please complete this anchor after the patient has completed aphasia treatment, but prior to administering the post-treatment assessment, where possible.
</h6></div>",,,,,,,,,,,,,
ptanchor_qol_header,patient_anchor_quality_of_life,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please do not leave any data fields blank. </span></p> <p><span style=""font-weight: normal;"">T</span><span style=""font-weight: normal;"">he anchor is to be completed only with post-treatment outcome measures. </span></p> <p>The anchor <span style=""text-align: var(--bs-body-text-align);"">is to be completed directly after completion of the SAQOL-39.</span></p></div>",,,,,,,,,,,,,
data_entry_id_anchorqolpt,patient_anchor_quality_of_life,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
ptanchor_qol_comp,patient_anchor_quality_of_life,,radio,"Patient-rated anchor completed","1, Yes | 2, No",,,,,,,,,,,,
